tweets_date,score,day
2019-11-01,0.03574844773326527,4
2019-11-02,0.10136552565281721,5
2019-11-03,-0.09874913904199985,6
2019-11-04,-0.027640538472789442,0
2019-11-05,0.32945138158447135,1
2019-11-06,0.10153894229948258,2
2019-11-07,0.2063589156719055,3
2019-11-08,0.11394115614586811,4
2019-11-09,0.3425137975306905,5
2019-11-10,0.49856555106111816,6
2019-11-11,-0.13501633996610052,0
2019-11-12,-0.12183510978172005,1
2019-11-13,0.11101671577058869,2
2019-11-14,0.14554118201137747,3
2019-11-15,-0.007656208664827326,4
2019-11-16,0.42798316480938414,5
2019-11-17,0.016293306010928956,6
2019-11-18,0.3907432807269248,0
2019-11-19,0.06248547227926078,1
2019-11-20,-0.0009306459438478458,2
2019-11-21,0.25859677436655304,3
2019-11-22,0.17433608379959076,4
2019-11-23,0.17515472056500006,5
2019-11-24,0.039242836991193165,6
2019-11-25,0.26702936891332407,0
2019-11-26,-0.017066524051097105,1
2019-11-27,-0.22733621197458662,2
2019-11-28,0.43513028981096347,3
2019-11-29,0.2994979579624504,4
2019-11-30,0.14518457401641666,5
2019-12-01,0.23929899529866594,6
2019-12-02,0.19167569973521337,0
2019-12-03,0.11995322205473402,1
2019-12-04,0.3898820516106981,2
2019-12-05,-0.26195457171135816,3
2019-12-06,0.1939669306296203,4
2019-12-07,0.3610987725802635,5
2019-12-08,-0.0021041394335512007,6
2019-12-09,0.04793628912938673,0
2019-12-10,-0.04561148276410812,1
2019-12-11,0.24453234671564086,2
2019-12-12,0.3305250620145108,3
2019-12-13,0.5901323841596388,4
2019-12-14,0.19802867806880803,5
2019-12-15,0.15994436918496466,6
2019-12-16,0.29702220094444326,0
2019-12-17,0.1438041269614545,1
2019-12-18,0.2680281965261109,2
2019-12-19,0.3494799592503429,3
2019-12-20,0.24045202156334236,4
2019-12-21,0.0002168506365863195,5
2019-12-22,0.2807704740246711,6
2019-12-23,-0.0074999402619835885,0
2019-12-24,0.4565527855630792,1
2019-12-25,0.4230385259100224,2
2019-12-26,-0.25482857715062956,3
2019-12-27,0.584937300438332,4
2019-12-28,0.30477690074246133,5
2019-12-29,0.25556015726119596,6
2019-12-30,-0.2016708937255386,0
2019-12-31,0.1857457740715254,1
2020-01-01,0.30311046139588255,2
2020-01-02,0.2746108933576714,3
2020-01-03,-0.023513791393517475,4
2020-01-04,0.0036311875240909687,5
2020-01-05,0.1702569927587676,6
2020-01-06,0.07463335260465336,0
2020-01-07,0.14981703213400038,1
2020-01-08,0.03058969987442805,2
2020-01-09,0.13587794659300184,3
2020-01-10,0.09851576209922959,4
2020-01-11,0.28068071606166084,5
2020-01-12,0.25176690801605384,6
2020-01-13,0.11579852761380427,0
2020-01-14,0.22144903096714288,1
2020-01-15,0.0425389095800657,2
2020-01-16,-0.012070416956429731,3
2020-01-17,0.4360458644145934,4
2020-01-18,0.00378645532587751,5
2020-01-19,0.24122290321236606,6
2020-01-20,0.3015873848553279,0
2020-01-21,0.170726040885113,1
2020-01-22,0.08428181017927172,2
2020-01-23,0.04924233592645514,3
2020-01-24,0.1820876204123568,4
2020-01-25,0.20424594279919625,5
2020-01-26,-0.08633692912719897,6
2020-01-27,0.055281989798789566,0
2020-01-28,0.29722812393535175,1
2020-01-29,0.1498298541165332,2
2020-01-30,0.11820508249482341,3
2020-01-31,0.04622159140672056,4
2020-02-01,0.02755918779918754,5
2020-02-02,0.10667400227298932,6
2020-02-03,0.17953261796253187,0
2020-02-04,0.0657265552776346,1
2020-02-05,0.05528084040786621,2
2020-02-06,0.10731209921118624,3
2020-02-07,-0.13410839761072918,4
2020-02-08,0.18886913645275513,5
2020-02-09,0.27181756745175334,6
2020-02-10,0.15557811526818546,0
2020-02-11,0.18040250059530216,1
2020-02-12,0.3160056694828593,2
2020-02-13,-0.014674876777301329,3
2020-02-14,0.16511362418949463,4
2020-02-15,0.005462482741817596,5
2020-02-16,0.19181771638034795,6
2020-02-17,0.2826433076988443,0
2020-02-18,0.26881731917451407,1
2020-02-19,0.17017486099050347,2
2020-02-20,0.05162395999460322,3
2020-02-21,0.28687483132852926,4
2020-02-22,0.2874071327557341,5
2020-02-23,0.13937951615921948,6
2020-02-24,0.21823726626204495,0
2020-02-25,-0.04726741020397462,1
2020-02-26,0.0989399391521577,2
2020-02-27,0.11377325301098043,3
2020-02-28,0.2910621892538917,4
2020-02-29,0.16500388766804547,5
2020-03-01,0.32457132520304716,6
2020-03-02,-0.13316222733507363,0
2020-03-03,0.06407937583593401,1
2020-03-04,0.19365662242183254,2
2020-03-05,-0.045355003027309514,3
2020-03-06,0.295945546055372,4
2020-03-07,-0.1806664415749761,5
2020-03-08,0.3312705184434284,6
2020-03-09,0.028110649847216243,0
2020-03-10,0.04488256002841459,1
2020-03-11,0.47235317639847,2
2020-03-12,0.03991852955990253,3
2020-03-13,-0.30184405305278666,4
2020-03-14,-0.16173709218585816,5
2020-03-15,0.13219405631814973,6
2020-03-16,-0.004451144803522467,0
2020-03-17,0.07423179347292817,1
2020-03-18,-0.19518530935732156,2
2020-03-19,0.16179926702348088,3
2020-03-20,0.19624672629866452,4
2020-03-21,0.15882950423879938,5
2020-03-22,0.0025646799116997797,6
2020-03-23,0.15377086434076404,0
2020-03-24,0.19297213406362057,1
2020-03-25,0.060183883977809605,2
2020-03-26,-0.18255400781908115,3
2020-03-27,0.027058340534742636,4
2020-03-28,0.3901643395247157,5
2020-03-29,0.012351673077287456,6
2020-03-30,0.2795255311287641,0
2020-03-31,0.027798224716198573,1
2020-04-01,0.1781028057662553,2
