,score,day,Movement
2019-11-05,0.3294513815844713,1,2.9506367820439916
2019-11-06,0.10153894229948257,2,2.7435849487542185
2019-11-07,0.2063589156719055,3,0.476841793024918
2019-11-10,0.4985655510611182,6,2.3580663469468632
2019-11-11,-0.13501633996610052,0,1.4025356110735299
2019-11-12,-0.12183510978172005,1,-1.0916469008087515
2019-11-13,0.11101671577058868,2,0.9361229089017931
2019-11-14,0.14554118201137747,3,0.8072062055013873
2019-11-17,0.016293306010928956,6,-0.6190149819409685
2019-11-18,0.3907432807269248,0,2.7229320448736827
2019-11-19,0.062485472279260774,1,-2.0304837287283495
2019-11-20,-0.0009306459438478457,2,0.7410183975924189
2019-11-21,0.25859677436655304,3,-6.140970064215113
2019-11-24,0.039242836991193165,6,0.9908659322944269
2019-11-25,0.2670293689133241,0,-2.206102521439679
2019-11-26,-0.017066524051097102,1,0.7205491025423783
2019-11-28,0.43513028981096347,3,-0.4075039810662595
2019-12-01,0.23929899529866594,6,1.4942110913228168
2019-12-02,0.19167569973521334,0,0.39716756348984195
2019-12-03,0.11995322205473402,1,-0.9428837282237867
2019-12-04,0.3898820516106981,2,-0.7987358136473222
2019-12-05,-0.26195457171135816,3,1.6708600207733904
2019-12-08,-0.0021041394335512007,6,1.083683630300336
2019-12-09,0.04793628912938673,0,2.742025822225602
2019-12-10,-0.04561148276410812,1,1.1065288128233375
2019-12-11,0.2445323467156409,2,1.9790132977174135
2019-12-12,0.3305250620145108,3,-0.35864658969000374
2019-12-15,0.15994436918496466,6,6.448285297465262
2019-12-16,0.2970222009444433,0,-0.6579370645634297
2019-12-17,0.1438041269614545,1,3.736246486829997
2019-12-18,0.2680281965261109,2,2.7699377885007426
2019-12-19,0.3494799592503429,3,0.38362167586898366
2019-12-22,0.2807704740246711,6,3.360544064722726
2019-12-23,-0.007499940261983588,0,1.4383867315875598
2019-12-25,0.4230385259100224,2,1.338037577729434
2019-12-26,-0.2548285771506296,3,-0.1299577607111302
2019-12-29,0.255560157261196,6,-3.643285173255484
2019-12-30,-0.2016708937255386,0,0.8753291324974821
2020-01-01,0.3031104613958825,2,2.85181794277245
2020-01-02,0.2746108933576714,3,2.9633186221512897
2020-01-05,0.1702569927587676,6,1.9254667589490015
2020-01-06,0.07463335260465337,0,3.8800516441517052
2020-01-07,0.14981703213400038,1,4.9204847959956055
2020-01-08,0.03058969987442805,2,-2.194500526328891
2020-01-09,0.13587794659300184,3,-0.6627342556765226
2020-01-12,0.25176690801605384,6,9.768904416048429
2020-01-13,0.11579852761380427,0,2.488282589642954
2020-01-14,0.22144903096714288,1,-3.6102050490779414
2020-01-15,0.0425389095800657,2,-0.966247858232816
2020-01-16,-0.012070416956429731,3,-0.5822898319789993
2020-01-20,0.3015873848553279,0,7.189034420940943
2020-01-21,0.170726040885113,1,4.086258149008426
2020-01-22,0.08428181017927172,2,0.46351480624917674
2020-01-23,0.04924233592645514,3,-1.2897631721467628
2020-01-26,-0.08633692912719898,6,-1.2039242910287573
2020-01-27,0.055281989798789566,0,1.591341765217802
2020-01-28,0.2972281239353517,1,2.4854481165667908
2020-01-29,0.1498298541165332,2,10.296223003773264
2020-01-30,0.1182050824948234,3,1.5230684245782333
2020-02-02,0.10667400227298933,6,19.894863272128482
2020-02-03,0.17953261796253187,0,13.725642948717942
2020-02-04,0.0657265552776346,1,-17.17583956255767
2020-02-05,0.05528084040786621,2,1.9409316463736115
2020-02-06,0.10731209921118624,3,-0.1188374490502686
2020-02-09,0.2718175674517533,6,3.1026501945359497
2020-02-10,0.15557811526818546,0,0.40193575099709555
2020-02-11,0.18040250059530216,1,-0.9155801647184991
2020-02-12,0.3160056694828593,2,4.784377702632936
2020-02-13,-0.014674876777301327,3,-0.49378481665823815
2020-02-17,0.2826433076988443,0,7.29597403777309
2020-02-18,0.2688173191745141,1,6.87558334185161
2020-02-19,0.17017486099050347,2,-1.9631085641181323
2020-02-20,0.051623959994603216,3,0.17677866208338777
2020-02-23,0.13937951615921948,6,-7.459490135285629
2020-02-24,0.21823726626204493,0,-4.063373968586193
2020-02-25,-0.04726741020397462,1,-2.6390469752549217
2020-02-26,0.0989399391521577,2,-12.814581818649906
2020-02-27,0.11377325301098044,3,-1.621499227801937
2020-03-01,0.3245713252030472,6,11.322019197486988
2020-03-02,-0.13316222733507366,0,0.2541661080536217
2020-03-03,0.06407937583593401,1,0.5351966930290386
2020-03-04,0.1936566224218325,2,-3.330212941836397
2020-03-05,-0.04535500302730952,3,-2.9066758596255626
2020-03-08,0.3312705184434284,6,-13.572525967849302
2020-03-09,0.028110649847216243,0,6.1397994430888
2020-03-10,0.044882560028414585,1,-1.7200448632503362
2020-03-11,0.47235317639846996,2,-11.61723655757977
2020-03-12,0.03991852955990253,3,-2.4850628625005644
2020-03-15,0.13219405631814973,6,-18.577803188077723
2020-03-16,-0.004451144803522467,0,-3.3410463522591916
2020-03-17,0.07423179347292817,1,-16.034400092580192
2020-03-18,-0.1951853093573216,2,18.38768125847068
2020-03-19,0.16179926702348088,3,-0.025726078009558062
2020-03-22,0.00256467991169978,6,1.581181493036099
2020-03-23,0.15377086434076406,0,16.281744542086063
2020-03-24,0.19297213406362054,1,6.78217623762376
2020-03-25,0.06018388397780961,2,-2.056554511943509
2020-03-26,-0.18255400781908115,3,-2.612846386971901
2020-03-29,0.012351673077287456,6,-2.3777110899426135
2020-03-30,0.2795255311287641,0,4.355445670779101
2020-03-31,0.027798224716198573,1,-8.099243088762131
2020-04-01,0.1781028057662553,2,-5.62546642684053
