,score,day,Movement
2019-11-06,0.09266764705882356,2,1.9704433497536922
2019-11-07,0.1641,3,-4.347826086956519
2019-11-10,-0.36215,6,-6.060606060606055
2019-11-11,0.03277333333333333,0,4.3010752688172005
2019-11-12,0.3387083333333333,1,-2.0618556701030966
2019-11-13,0.18179166666666666,2,-7.894736842105255
2019-11-14,-0.09275999999999998,3,2.857142857142869
2019-11-17,0.21728000000000003,6,0.0
2019-11-18,0.1005,0,1.6666666666666607
2019-11-19,0.016333333333333342,1,0.5464480874316946
2019-11-20,0.17785833333333334,2,7.608695652173902
2019-11-21,0.2423785714285715,3,-2.020202020202022
2019-11-24,0.24081666666666665,6,5.670103092783507
2019-11-25,0.05125,0,11.219512195121961
2019-11-26,0.07081428571428572,1,7.8947368421052655
2019-11-28,0.2067,3,-7.72357723577236
2019-12-01,-0.10097777777777778,6,7.488986784140961
2019-12-02,-0.0086,0,-1.6393442622950838
2019-12-03,0.04464,1,0.8333333333333304
2019-12-04,0.15732000000000002,2,-6.198347107438018
2019-12-05,0.00033333333333333365,3,-0.440528634361248
2019-12-08,0.0,6,-1.7699115044247593
2019-12-09,0.22867142857142855,0,2.2522522522522515
2019-12-10,0.2184,1,-0.440528634361248
2019-12-11,0.10246153846153848,2,0.4424778761062065
2019-12-12,0.14014444444444446,3,5.286343612334798
2019-12-15,0.3052857142857143,6,3.765690376569042
2019-12-16,0.0315875,0,4.435483870967727
2019-12-17,0.14680833333333335,1,1.5444015444015413
2019-12-18,-0.047333333333333324,2,-0.3802281368821214
2019-12-19,0.1843,3,2.6717557251908275
2019-12-23,0.10359166666666668,0,-5.243445692883897
2019-12-25,-0.195025,2,-0.7905138339920903
2019-12-26,0.22578750000000006,3,-3.585657370517925
2019-12-29,0.12781578947368422,6,53.71900826446283
2019-12-30,0.20105000000000006,0,8.064516129032251
2020-01-01,0.07836363636363636,2,-7.462686567164168
2020-01-02,0.2681875,3,2.9569892473118253
2020-01-05,0.5606,6,-3.9164490861618773
2020-01-06,0.16185,0,-11.956521739130432
2020-01-07,0.17725000000000002,1,4.629629629629628
2020-01-08,0.16694545454545456,2,2.0648967551622377
2020-01-09,0.09530888888888887,3,1.4450867052023142
2020-01-12,0.08331874999999997,6,5.4131054131054235
2020-01-13,0.1806416666666667,0,1.621621621621605
2020-01-14,0.33182,1,14.095744680851062
2020-01-15,0.1739788461538462,2,1.8648018648018683
2020-01-16,0.2926151515151515,3,6.864988558352403
2020-01-20,-0.014649999999999996,0,10.706638115631684
2020-01-21,0.13204642857142854,1,-7.350096711798837
2020-01-22,0.11602424242424242,2,2.713987473903967
2020-01-23,0.0319,3,-5.284552845528456
2020-01-26,0.2195181818181818,6,-13.948497854077257
2020-01-27,0.1396090909090909,0,4.987531172069826
2020-01-28,0.2053125,1,1.425178147268391
2020-01-29,0.3431,2,-4.449648711943787
2020-01-30,0.22617857142857145,3,-7.352941176470596
2020-02-02,0.2939555555555555,6,7.407407407407396
2020-02-03,0.06695333333333332,0,11.083743842364546
2020-02-04,0.06200000000000001,1,-2.6607538802660757
2020-02-05,0.08275263157894737,2,-7.061503416856485
2020-02-06,0.2800529411764707,3,-6.617647058823528
2020-02-09,0.24573636363636364,6,1.5748031496062964
2020-02-10,0.3119833333333333,0,2.3255813953488413
2020-02-11,0.3281695652173913,1,2.77777777777779
2020-02-12,0.22591111111111115,2,-0.9828009828009798
2020-02-13,-0.035756,3,-6.451612903225811
2020-02-17,0.02265555555555556,0,0.7957559681697646
2020-02-18,0.07136129032258065,1,7.36842105263158
2020-02-19,0.102996,2,4.411764705882337
2020-02-20,0.16647142857142855,3,-4.225352112676051
2020-02-23,0.0478,6,-4.90196078431373
2020-02-24,0.11283684210526312,0,13.402061855670123
2020-02-25,0.0922078125,1,-1.363636363636378
2020-02-26,0.11884166666666665,2,-4.608294930875578
2020-02-27,0.009399999999999988,3,-0.24154589371979673
2020-03-01,0.197575,6,-0.4842615012106477
2020-03-02,0.20741666666666667,0,-1.2165450121654708
2020-03-03,0.1285315789473684,1,-4.679802955665013
2020-03-04,0.15554166666666666,2,-3.875968992248058
2020-03-05,0.0919818181818182,3,-4.569892473118287
2020-03-08,0.20095,6,-7.323943661971821
2020-03-09,0.2345,0,6.382978723404253
2020-03-10,0.13014285714285714,1,-5.1428571428571495
2020-03-11,0.16452631578947371,2,-5.722891566265053
2020-03-12,0.018285714285714287,3,-0.6389776357827448
2020-03-15,0.4767,6,-5.466237942122188
2020-03-16,0.004064285714285719,0,-1.3605442176870763
2020-03-17,0.08940624999999999,1,-16.206896551724125
2020-03-18,0.07283125,2,-2.0576131687242927
2020-03-19,0.2264631578947369,3,0.8403361344537785
2020-03-22,0.1458,6,-1.2499999999999956
2020-03-23,0.06332,0,9.704641350210963
2020-03-24,0.0911125,1,6.153846153846132
2020-03-25,-0.17774285714285712,2,6.159420289855078
2020-03-26,0.1210923076923077,3,-3.071672354948818
2020-03-29,0.1627,6,-4.577464788732389
2020-03-30,0.2921727272727273,0,2.58302583025829
2020-03-31,0.4703999999999999,1,-4.6762589928057485
2020-04-01,0.14852105263157894,2,-9.811320754716979
2020-04-02,0.2971375,3,0.4184100418409997
2020-04-05,0.2943142857142857,6,2.9166666666666785
2020-04-06,0.3549875,0,9.311740890688247
2020-04-07,0.24737200000000004,1,1.4814814814814836
2020-04-08,0.33708000000000005,2,-2.554744525547459
2020-04-12,0.14465714285714285,6,11.23595505617978
2020-04-13,0.15857857142857146,0,1.3468013468013407
2020-04-14,0.12240909090909093,1,6.312292358803995
