tweets_date,score,day
2019-11-01,0.43819328778821515,4
2019-11-02,0.5594815801807833,5
2019-11-03,0.0,6
2019-11-04,0.3246443288496567,0
2019-11-05,0.1506833278303444,1
2019-11-06,0.04120341537246643,2
2019-11-07,0.17697327256501783,3
2019-11-08,0.3336328003647694,4
2019-11-09,0.02766291298278269,5
2019-11-10,-0.47272495297805645,6
2019-11-11,-0.09554393078028367,0
2019-11-12,0.16353938532755183,1
2019-11-13,-0.20578551744261445,2
2019-11-14,-0.22822334149658724,3
2019-11-15,0.0010233023872679042,4
2019-11-16,0.0772,5
2019-11-17,0.0038242938863067566,6
2019-11-18,0.2102125925925926,0
2019-11-19,0.06778038067349927,1
2019-11-20,0.7642716030954159,2
2019-11-21,0.10343691547820137,3
2019-11-22,0.0016669473147085086,4
2019-11-23,0.0011620450606585789,5
2019-11-24,0.03563168222604912,6
2019-11-25,-0.1908270122783083,0
2019-11-26,-0.0014608957964456673,1
2019-11-27,0.09802587280108255,2
2019-11-28,0.02450828025477707,3
2019-11-29,0.0014834666891265897,4
2019-11-30,-0.19360885500659727,5
2019-12-01,-0.00047188554472057075,6
2019-12-02,-0.020694143484626646,0
2019-12-03,0.0016362940926476837,1
2019-12-04,0.018592650522219947,2
2019-12-05,0.2802291006212623,3
2019-12-06,0.25077486485567607,4
2019-12-07,0.1627926326782493,5
2019-12-08,0.0,6
2019-12-09,0.1766334705428351,0
2019-12-10,0.16075033270321362,1
2019-12-11,0.06824766187820083,2
2019-12-12,-0.23909668358886704,3
2019-12-13,0.17473397457484421,4
2019-12-14,0.2519288851351351,5
2019-12-15,0.020275886983218305,6
2019-12-16,0.33572865986759703,0
2019-12-17,0.08250464300957258,1
2019-12-18,-0.002930740226235364,2
2019-12-19,0.005917807253620402,3
2019-12-20,0.009946085829359753,4
2019-12-21,-0.016975321437942805,5
2019-12-23,0.05673314847491808,0
2019-12-24,-0.24730549365521506,1
2019-12-25,-0.11198785261945883,2
2019-12-26,-0.48989936712675536,3
2019-12-27,0.35072333718723414,4
2019-12-28,0.5236582811985513,5
2019-12-29,0.013303208045140154,6
2019-12-30,0.16116790278074525,0
2019-12-31,-0.017821159546121353,1
2020-01-01,0.14207395439739412,2
2020-01-02,0.2362524589310354,3
2020-01-03,-0.11790397642745395,4
2020-01-04,0.3823312541134437,5
2020-01-05,0.6170379928315411,6
2020-01-06,0.15562045698831525,0
2020-01-07,0.03692241324821441,1
2020-01-08,0.08621040513205804,2
2020-01-09,-0.09524292982811551,3
2020-01-10,0.07619625093238712,4
2020-01-11,0.11644921177529874,5
2020-01-12,0.1067402216433245,6
2020-01-13,-0.0022649196099391333,0
2020-01-14,0.3032211493026446,1
2020-01-15,0.11569317663460735,2
2020-01-16,0.29549656281133957,3
2020-01-17,0.08019023950897324,4
2020-01-18,-0.22716829820001916,5
2020-01-19,-0.2557043312025808,6
2020-01-20,-0.14015090788641635,0
2020-01-21,0.1665377621173385,1
2020-01-22,0.161260247817169,2
2020-01-23,0.12928807715572285,3
2020-01-24,0.21306743943308415,4
2020-01-25,0.7193333726183461,5
2020-01-26,0.36344104235814767,6
2020-01-27,0.507184680250276,0
2020-01-28,-7.833227840296078e-05,1
2020-01-29,0.5304880987628212,2
2020-01-30,0.34567643405386356,3
2020-01-31,0.13335916414255336,4
2020-02-01,0.0,5
2020-02-02,0.15552226569697497,6
2020-02-03,-0.0945309557372428,0
2020-02-04,0.1809049475861421,1
2020-02-05,0.025873739678760017,2
2020-02-06,0.42275049496579276,3
2020-02-07,0.1756094003834925,4
2020-02-08,0.35808457357859536,5
2020-02-09,0.07717911897738448,6
2020-02-10,0.400191155232481,0
2020-02-11,0.39907813108211315,1
2020-02-12,0.2377198912100239,2
2020-02-13,0.04846927405472785,3
2020-02-14,-0.008886557713182992,4
2020-02-15,0.23911774296821411,5
2020-02-16,-0.10600013864818027,6
2020-02-17,-0.12623358276087668,0
2020-02-18,-0.010334500881427415,1
2020-02-19,0.2493023301415463,2
2020-02-20,-0.08525961706038941,3
2020-02-21,0.3277021318009868,4
2020-02-22,0.2312971052863825,5
2020-02-23,0.008516913275555302,6
2020-02-24,0.41569255639297986,0
2020-02-25,0.03982302703266338,1
2020-02-26,0.10300041422389265,2
2020-02-27,-0.32448245549787097,3
2020-02-28,0.09932382563659904,4
2020-02-29,-0.033283656605072875,5
2020-03-01,0.3034873042319227,6
2020-03-02,-0.2458231284733573,0
2020-03-03,0.010611107623036835,1
2020-03-04,0.00018003680659013253,2
2020-03-05,0.07413322316437229,3
2020-03-06,0.1429314838236642,4
2020-03-07,-0.14376079679737613,5
2020-03-08,0.40002992753798805,6
2020-03-09,0.1354442707812344,0
2020-03-10,-0.13494988913525505,1
2020-03-11,0.22999878247635613,2
2020-03-12,0.00016815370299414308,3
2020-03-13,0.284665256067462,4
2020-03-14,0.08846321114236458,5
2020-03-15,,6
2020-03-16,-0.4201809653410353,0
2020-03-17,0.02114898755630881,1
2020-03-18,-0.19420271247400855,2
2020-03-19,0.16375825440194292,3
2020-03-20,0.03579258134469192,4
2020-03-21,0.0,5
2020-03-22,0.07920358176555717,6
2020-03-23,-0.18260948646935166,0
2020-03-24,0.036660603334696285,1
2020-03-25,-0.005014033046311376,2
2020-03-26,0.5413049720250129,3
2020-03-27,0.04091186224489797,4
2020-03-28,0.657978038714749,5
2020-03-29,0.3130232876712329,6
2020-03-30,-0.20092828016364486,0
2020-03-31,0.3030441780821917,1
2020-04-01,0.24434951183010262,2
2020-04-02,0.7422309990806006,3
2020-04-03,0.39757339606707687,4
