tweets_date,score,day
2020-03-14,0.015678310397844952,5
2020-03-15,0.08433693775123326,6
2020-03-16,0.1332995397238343,0
2020-03-17,-0.09723640563874274,1
2020-03-18,0.11076833206598159,2
2020-03-19,-0.00898388036750359,3
2020-03-20,0.2861840831668533,4
2020-03-21,-0.18488540738331663,5
2020-03-22,-0.1821294863176387,6
2020-03-23,0.16264666474833664,0
2020-03-24,0.06251666836291592,1
2020-03-25,-0.07305563977159243,2
2020-03-26,0.1883030210393814,3
2020-03-27,0.1879074277984532,4
2020-03-28,-0.15459967983342376,5
2020-03-29,0.23200803022559685,6
2020-03-30,0.11218520863834563,0
2020-03-31,-0.02632181524681226,1
2020-04-01,0.09356413348918943,2
2020-04-02,-0.313814022839922,3
2020-04-03,0.08772932887671296,4
2020-04-04,0.11611537985116117,5
2020-04-05,-0.21236359629294752,6
2020-04-06,0.3390985174887483,0
2020-04-07,-0.20576871156857507,1
2020-04-08,0.5765950943356902,2
2020-04-09,-0.0071304330472064465,3
2020-04-10,-0.00978304481652077,4
2020-04-11,0.19774998943308503,5
2020-04-12,0.17138460184706794,6
2020-04-13,-0.04173379215128441,0
2020-04-14,0.12001118533924358,1
2020-04-15,0.002321465946800642,2
2020-04-16,-0.11547538306405411,3
2020-04-17,0.12132621678004536,4
2020-04-18,-0.10064876954566009,5
2020-04-19,0.3420587067707522,6
2020-04-20,-0.18902079327252308,0
2020-04-21,0.23050319689673626,1
2020-04-22,0.31130959231839905,2
2020-04-23,0.13774965042967452,3
2020-04-24,0.07449619394931069,4
2020-04-25,0.2315635494241647,5
2020-04-26,-0.11958312652106579,6
2020-04-27,-0.35191669806687803,0
2020-04-28,0.12839557168522311,1
2020-04-29,0.5653951785029369,2
2020-04-30,0.0655963227748968,3
2020-05-01,-0.16864035580602232,4
2020-05-02,0.2322029653169275,5
2020-05-03,0.40176760593039756,6
2020-05-04,-0.004725568092461358,0
2020-05-05,0.06337547868775929,1
2020-05-06,0.08105920117648514,2
2020-05-07,0.05373140108004278,3
2020-05-08,-0.17454793644646774,4
2020-05-09,-0.001619415190319361,5
2020-05-10,0.05234602839250972,6
2020-05-11,0.19971934203258768,0
2020-05-12,0.0586288462067448,1
2020-05-13,0.21982400098973154,2
2020-05-14,0.12500016130226624,3
2020-05-15,0.23077865229252606,4
2020-05-16,0.14755640987116403,5
2020-05-17,-0.4200989269363994,6
2020-05-18,0.03767349858854602,0
2020-05-19,0.08703501239464553,1
2020-05-20,-0.142926343431325,2
2020-05-21,0.431880175163511,3
2020-05-22,0.37670618994615085,4
2020-05-23,0.513620943785704,5
2020-05-24,-0.032834117653737206,6
2020-05-25,0.019340574881450797,0
2020-05-26,-0.13304987049287245,1
2020-05-27,-0.042728362878250103,2
2020-05-28,-0.2284151835655447,3
2020-05-29,0.07536523487108035,4
2020-05-30,0.13619918079372856,5
2020-05-31,0.005080406319716197,6
2020-06-01,0.012966817448426876,0
2020-06-02,0.4769266189545635,1
2020-06-03,-0.2570013348611427,2
2020-06-04,0.3209591817413356,3
2020-06-05,0.06452236738266642,4
2020-06-06,0.22217265520409504,5
2020-06-07,0.16197959349692206,6
2020-06-08,0.2086682538978465,0
2020-06-09,0.16008710853519126,1
2020-06-10,0.0497747369262594,2
2020-06-11,-0.01763343504641637,3
2020-06-12,0.04392532655121952,4
2020-06-13,0.2834295046476864,5
2020-06-14,0.23275991200045368,6
2020-06-15,0.4161684157587205,0
2020-06-16,0.1526008536100018,1
2020-06-17,-0.20255247884533173,2
2020-06-18,0.30437109140375856,3
2020-06-19,0.10838736363766682,4
2020-06-20,-0.08052590736659924,5
2020-06-21,-0.3532090982749223,6
2020-06-22,0.16158705777812227,0
2020-06-23,0.09340956262008729,1
2020-06-24,0.14676107675372763,2
2020-06-25,0.03608440763566485,3
2020-06-26,0.022723348035210804,4
2020-06-27,0.29118966769969196,5
2020-06-28,-0.14571986216040972,6
2020-06-29,-0.013506593979806237,0
2020-06-30,0.10344208938803576,1
2020-07-01,0.12142627356883656,2
2020-07-02,0.32196192066407464,3
2020-07-03,0.3777251144377088,4
2020-07-04,-0.006587541711553119,5
2020-07-05,-0.19269944093824923,6
2020-07-06,0.012820454533835268,0
2020-07-07,0.2880996788438378,1
2020-07-08,0.13956625090540004,2
2020-07-09,0.3542581381417814,3
2020-07-10,0.24684007394884058,4
2020-07-11,-0.04676524324673438,5
2020-07-12,0.14732734085128107,6
2020-07-13,0.09770111573088337,0
2020-07-14,0.012128550999533251,1
2020-07-15,0.2553726069058737,2
2020-07-16,0.05177407448462832,3
2020-07-17,0.20607810240068689,4
2020-07-18,0.542952653098255,5
2020-07-19,-0.012166235240690278,6
2020-07-20,0.20841872936487782,0
2020-07-21,0.1762662821913801,1
2020-07-22,0.39455293414505327,2
2020-07-23,-0.04654923196452598,3
2020-07-24,-0.038073298908952086,4
2020-07-25,0.23699890173330002,5
2020-07-26,0.06276647180712686,6
2020-07-27,0.10593160761031505,0
2020-07-28,0.3411676409158207,1
2020-07-29,0.25848309943582515,2
2020-07-30,0.19670889774765357,3
2020-07-31,0.12903534503323788,4
2020-08-01,0.021911581766684864,5
2020-08-02,0.6100304067866084,6
2020-08-03,0.15450979485709518,0
2020-08-04,0.08320310187094393,1
2020-08-05,0.018529516279035717,2
2020-08-06,0.26992423312572444,3
2020-08-07,0.21191489705135633,4
2020-08-08,0.1823567112792916,5
2020-08-09,0.2789199746005595,6
2020-08-10,0.2217223083036061,0
2020-08-11,0.19379841430560796,1
2020-08-12,0.24586314887408375,2
2020-08-13,-0.04876237823694356,3
2020-08-14,0.09856475793949737,4
2020-08-15,0.051233258189179245,5
2020-08-16,0.036160634267921,6
2020-08-17,-0.14470446574616178,0
2020-08-18,-0.10266489205375706,1
2020-08-19,0.11309660204089353,2
2020-08-20,0.053847975119456916,3
2020-08-21,0.42392993893653363,4
2020-08-22,0.036978186829136915,5
2020-08-23,-0.3738705353893424,6
2020-08-24,0.1428715405298802,0
2020-08-25,0.2755086739392032,1
2020-08-26,0.15352435543326437,2
2020-08-27,-0.19642936421016854,3
2020-08-28,0.2221118945131292,4
2020-08-29,0.03727505702564828,5
2020-08-30,0.1222233603522054,6
2020-08-31,0.19136486864941918,0
2020-09-01,0.16403376231676614,1
2020-09-02,-0.4734489064284778,2
2020-09-03,-0.5175366679898737,3
2020-09-04,-0.15533958789491784,4
2020-09-05,0.15169049029664833,5
2020-09-06,0.27610886948181435,6
2020-09-07,0.04345169876459418,0
2020-09-08,-0.024272806729299514,1
2020-09-09,0.0812484378567812,2
2020-09-10,-0.27261691687836537,3
2020-09-11,-0.20562606443792203,4
2020-09-12,0.13026653303653757,5
